"EMPRESA/HORA","KALLPATG1GAS","KALLPATG2GAS","KALLPATG3GAS","KALLPACC1GAS","KALLPACC2GAS","KALLPACC3GAS","KALLPACC12GAS","KALLPACC23GAS","KALLPACC13GAS","KALLPACC123GAS","CHILCA1TG1GAS","CHILCA1TG2GAS","CHILCA1TG3GAS","CHILCA1CC1GAS","CHILCA1CC2GAS","CHILCA1CC3GAS","CHILCA1CC12GAS","CHILCA1CC23GAS","CHILCA1CC13GAS","CHILCA1CC123GAS","AGETG1GAS","AGETG2GAS","MAL2TGN4GAS","MAL3TG5D2","VENT3D2","VENT4D2","VENT3GAS","VENT4GAS","VENTCC3GAS","VENTCC4GAS","VENTCC34GAS","VENTCC3GASFD","VENTCC4GASFD","VENTCC34GASFD","RFILO2TG1D2","RFILO2TG2D2","RFILO2TG3D2","INDEPGAS","OLLEROSTG1GAS","LFLORESTG1GAS","SNTV1R500","SNTV2R500","SNTV3R500","SHCUMMINS","CHILSLZ12R500D2","MOLL123D2","FENIXGT12GAS","FENIXCCGT12GAS","FENIXGT11GAS","FENIXCCGT11GAS","FENIXCCGT11GT12GAS","RECKA TG1  D2","PTOBRVO TG3  D2","PTOBRVO TG1  D2","PTOBRVO TG4  D2","PTOBRVO TG2  D2","FENIXCCGT11GT12D2","CTNEPITG43D2","CTNEPITG42D2","CTNEPITG41D2","RF ETEN TG1  D2","RF ETEN TG2  D2","RF PTO MALDONADO  D2","RF PUCALLPA  D2","MALACAS1 TG 6  GAS","CHILCA2 CCOMB TG41  GAS","CHILCA2 TG41  GAS","CHILINA TG  D2","STA ROSA UTI 6  GAS","STA ROSA UTI 5  D2","STA ROSA WEST TG7  D2 CON H2O","STA ROSA UTI 6  D2","STA ROSA UTI 5  GAS","STA ROSA WEST TG7  GAS CON H2O","STAROSA TG8 GAS","MALACAS3 TG 5  GAS","OLLEROS CCOMB TG1  GAS","FENIX GT12  D2","FENIX GT11  D2","FENIX CCOMB GT12  D2","FENIX CCOMB GT11  D2","LFLORES CCOMB TG1  GAS","OQUENDO TG1  GAS","OQUENDO TV1","OQUENDO TG1  D2","OQUENDO CCOMB TG1  GAS","TUMBES MAK 1  D2","TUMBES MAK 2  D2","REFTALARA TV1TV2FXRFG"
5.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58810.728,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36765.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17212.413,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58810.728,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36765.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17212.413,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
6.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60062.752,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36765.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17212.413,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60062.752,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36765.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17212.413,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
7.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45612.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17933.832,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6327.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27632.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45181.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20912.849,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
8.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50281.311,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32392.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44436.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27371.027,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39121.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44802.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27371.027,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
9.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52246.776,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39135.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27297.389,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53811.807,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39131.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27297.389,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
10.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56239.138,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39126.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27297.389,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59013.403,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39120.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27223.752,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
11.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60311.769,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39112.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27223.752,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58892.789,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39104.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27150.114,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
12.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39096.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27150.114,0.000,0.000,0.000,4161.490,176.861,0.000,69811.323
13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39087.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,114.253,0.000,69811.323
13.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39079.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,114.253,0.000,69811.323
14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49811.801,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39070.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,114.253,0.000,69811.323
14.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56874.472,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39061.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,163.690,0.000,69811.323
15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50281.311,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39053.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47431.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,114.253,0.000,69811.323
15.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52262.679,0.000,0.000,0.000,0.000,19763.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39045.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27076.453,0.000,0.000,0.000,4161.490,183.045,0.000,69811.323
