"EMPRESA/HORA","KALLPATG1GAS","KALLPATG2GAS","KALLPATG3GAS","KALLPACC1GAS","KALLPACC2GAS","KALLPACC3GAS","KALLPACC12GAS","KALLPACC23GAS","KALLPACC13GAS","KALLPACC123GAS","CHILCA1TG1GAS","CHILCA1TG2GAS","CHILCA1TG3GAS","CHILCA1CC1GAS","CHILCA1CC2GAS","CHILCA1CC3GAS","CHILCA1CC12GAS","CHILCA1CC23GAS","CHILCA1CC13GAS","CHILCA1CC123GAS","AGETG1GAS","AGETG2GAS","MAL2TGN4GAS","MAL3TG5D2","VENT3D2","VENT4D2","VENT3GAS","VENT4GAS","VENTCC3GAS","VENTCC4GAS","VENTCC34GAS","VENTCC3GASFD","VENTCC4GASFD","VENTCC34GASFD","RFILO2TG1D2","RFILO2TG2D2","RFILO2TG3D2","INDEPGAS","OLLEROSTG1GAS","LFLORESTG1GAS","SNTV1R500","SNTV2R500","SNTV3R500","SHCUMMINS","CHILSLZ12R500D2","MOLL123D2","FENIXGT12GAS","FENIXCCGT12GAS","FENIXGT11GAS","FENIXCCGT11GAS","FENIXCCGT11GT12GAS","RECKA TG1  D2","PTOBRVO TG3  D2","PTOBRVO TG1  D2","PTOBRVO TG4  D2","PTOBRVO TG2  D2","FENIXCCGT11GT12D2","CTNEPITG43D2","CTNEPITG42D2","CTNEPITG41D2","RF ETEN TG1  D2","RF ETEN TG2  D2","RF PTO MALDONADO  D2","RF PUCALLPA  D2","MALACAS1 TG 6  GAS","CHILCA2 CCOMB TG41  GAS","CHILCA2 TG41  GAS","CHILINA TG  D2","STA ROSA UTI 6  GAS","STA ROSA UTI 5  D2","STA ROSA WEST TG7  D2 CON H2O","STA ROSA UTI 6  D2","STA ROSA UTI 5  GAS","STA ROSA WEST TG7  GAS CON H2O","STAROSA TG8 GAS","MALACAS3 TG 5  GAS","OLLEROS CCOMB TG1  GAS","FENIX GT12  D2","FENIX GT11  D2","FENIX CCOMB GT12  D2","FENIX CCOMB GT11  D2","LFLORES CCOMB TG1  GAS","OQUENDO TG1  GAS","OQUENDO TV1","OQUENDO TG1  D2","OQUENDO CCOMB TG1  GAS","TUMBES MAK 1  D2","TUMBES MAK 2  D2","REFTALARA TV1TV2FXRFG"
6.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57709.602,0.000,0.000,8361.188,0.000,0.000,0.000,27700.417,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39145.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41537.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57906.985,0.000,0.000,8361.188,0.000,0.000,0.000,27700.417,0.000,0.000,0.000,0.000,0.000,6327.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39143.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40117.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
7.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57975.660,0.000,0.000,11476.373,0.000,0.000,0.000,27700.417,0.000,0.000,0.000,0.000,0.000,6304.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39142.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,0.000,0.000,69811.323
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53201.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40698.012,0.000,0.000,6327.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39141.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,0.000,69811.323
8.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53201.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69603.578,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39140.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37639.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,0.000,69811.323
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53201.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69373.955,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39138.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40588.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,0.000,69811.323
9.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53201.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69209.930,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39135.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53201.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69177.102,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39131.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3763.925,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,182.432,241.721,69811.323
10.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54700.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69078.733,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39126.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4009.123,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,234.782,241.721,69811.323
11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55546.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69045.905,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39120.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3857.763,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,227.460,241.721,69811.323
11.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57871.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69078.733,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39112.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4136.924,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55485.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69144.332,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39104.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3931.926,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
12.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52262.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69275.529,0.000,0.000,9826.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39096.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3327.186,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,191.480,241.721,69811.323
13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52262.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69242.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39087.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47516.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3899.577,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
13.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52262.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69373.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39079.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45116.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3660.514,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57871.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69308.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39070.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3752.442,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
14.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57871.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69275.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39061.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4490.336,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57871.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69209.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39053.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4271.104,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,249.710,241.721,69811.323
15.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57871.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69341.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39045.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48515.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5074.716,0.000,0.000,0.000,6503.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4161.490,0.000,241.721,69811.323
