"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,13.70,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,20.50,34.19,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,19.57,60.95,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,66.00,10.54,10.00,3.50,10.00,7.54,6.60,2.40,0.42,0.53,18.90,0.00,0.00,0.00,1.00,53.63,72.89,2.34,2.82,0.00,70.44,52.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,13.70,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,20.50,34.19,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,18.99,58.40,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,59.00,10.54,10.00,3.50,10.00,7.54,6.60,2.40,0.42,0.53,18.90,0.00,0.00,0.00,1.00,53.63,72.89,2.34,2.82,0.00,68.22,48.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,13.83,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,21.03,33.87,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,18.20,54.58,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,53.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.39,0.51,18.90,0.00,0.00,0.00,1.00,48.60,69.67,1.98,2.35,0.00,66.01,44.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,15.20,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,21.46,33.31,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,17.43,51.36,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,48.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.39,0.49,18.90,0.00,0.00,0.00,1.00,43.08,66.10,1.61,1.87,0.00,63.76,40.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,15.21,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,21.92,31.76,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,16.65,48.76,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,42.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.43,0.44,18.90,0.00,0.00,0.00,1.00,39.41,62.18,1.34,1.58,0.00,61.50,36.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,15.18,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,22.40,29.89,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,15.86,46.25,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,37.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.49,0.38,18.90,0.00,0.00,0.00,1.00,36.35,58.13,1.09,1.35,0.00,59.02,31.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,16.53,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,23.10,28.78,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,15.04,43.85,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,33.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.57,0.40,18.90,0.00,0.00,0.00,1.00,34.09,54.86,0.90,1.18,0.00,56.55,28.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,16.48,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,23.88,27.93,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,14.54,41.79,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,30.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.67,0.44,18.90,0.00,0.00,0.00,1.00,32.08,51.84,0.73,1.03,0.00,54.46,26.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,16.55,0.00,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.00,0.00,15.61,0.00,0.00,23.67,27.38,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,14.34,40.08,2.11,27.00,10.00,18.05,0.00,17.76,0.00,0.60,19.51,19.51,19.51,2.40,29.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,0.93,0.78,18.90,0.00,0.00,0.00,1.00,30.70,49.20,0.61,0.89,0.00,52.37,26.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.01,17.06,0.04,14.00,1.45,7.70,5.80,5.30,1.20,0.40,3.30,20.39,0.06,0.08,15.61,0.00,0.00,23.15,26.93,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,0.00,14.28,39.41,2.11,27.00,10.00,18.05,2.44,17.76,0.52,0.60,19.51,19.51,19.51,2.40,30.00,10.54,10.00,3.50,10.80,7.54,6.60,2.40,1.25,1.22,18.90,0.00,0.00,0.00,1.00,29.53,46.67,0.51,0.76,1.84,51.50,26.00,0.00,2.00,0.17,0.04,11.00,0.00,23.00
